link,cena,kategorija,transakcija,grad,opstina,kvadratura,godinaizgradnje,stanjenekretnine,povrsinazemljista,ukupanbrojspratova,spratnost,uknjizeno,tipgrejanja,brsoba,brkupatila,parking,lift,terasa,lodja,balkon,sigurnost,id,udaljenost_od_centra
https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-neuseljavan-2-0-stan-merin-hill-vozdovac/NknucAY3F-M/,129000,Stan,Prodaja,Beograd,"Lekino brdo",51,2020,Novogradnja,NULL,4,3,1,"Centralno grejanje",2,1,0,1,1,0,0,5,17343,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/merin-hill-id28387/NkIe8xWueKo/,129000,Stan,Prodaja,Beograd,"Lekino brdo",51,2021,Novogradnja,NULL,4,3,0,"Centralno grejanje, Klima uređaj",2,1,0,1,1,0,0,1,17344,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/garibaldijeva-lekino-brdo-vozdovac-id1406/NkgU4B4mUAc/,129000,Stan,Prodaja,Beograd,"Lekino brdo",59,2016,"Standardna gradnja",NULL,NULL,0,1,"Centralno grejanje",3,1,0,1,1,0,0,1,17345,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/79m2-2t-lekino-brdo-stan/Nkk-bwB9Py4/,129000,Stan,Prodaja,Beograd,"Lekino brdo",79,2013,Novogradnja,NULL,4,3,0,"Centralno grejanje",4,NULL,0,1,1,0,0,1,17346,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/atraktivan-dvoiposoban-stan-kod-hotela-yu-id7055/NkzBsUXPux4/,129000,Stan,Prodaja,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",58,NULL,"Izvorno stanje",NULL,5,0,0,"Centralno grejanje",3,1,0,1,1,0,0,1,17347,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/hotel-yu-bulevar-nikole-tesle/NkUroapZS96/,129000,Stan,Prodaja,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",58,NULL,"Standardna gradnja",NULL,4,0,1,"Centralno grejanje",1,NULL,0,0,1,0,0,0,17348,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-hotel-jugoslavija-bulevar-nikole-tesle-beogradski-put-bulevar-edv-25-62m2-129000eur/NkkFN8J2z4R/,129000,Stan,Prodaja,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",62,NULL,"Izvorno stanje",NULL,NULL,0,1,"Centralno grejanje",3,NULL,1,1,1,0,0,0,17349,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-dvoiposobnog-stana-kod-hotela-jugoslavija/NkIC32_MEw0/,129000,Stan,Prodaja,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",62,1970,"Standardna gradnja",NULL,5,0,1,"Centralno grejanje",3,NULL,1,1,1,0,0,1,17350,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/62m2-l-hotel-yu-stan/NkSLyjxYyQg/,129000,Stan,Prodaja,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",62,1980,"Standardna gradnja",NULL,5,0,1,"Centralno grejanje",3,NULL,0,1,0,1,0,1,17351,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-hotel-jugoslavija-aleksinackih-rudara-30-87m2-129000eur/NkU8MWsKlbm/,129000,Stan,Prodaja,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",87,NULL,"Standardna gradnja",NULL,9,9,1,"Centralno grejanje, Klima uređaj",3,NULL,0,1,1,0,0,0,17352,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-23-bulevar-arsenija-carnojevica-35-86m2-129000eur/NkgZYpDIkAn/,129000,Stan,Prodaja,Beograd,"Novi Beograd Blok 23",86,NULL,"Izvorno stanje",NULL,12,12,1,"Centralno grejanje",4,NULL,0,1,1,0,0,0,17353,3.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-70-jurija-gagarina-67m2-jurija-gagarina/Nks9jP-8nGE/,129000,Stan,Prodaja,Beograd,"Novi Beograd Blok 70 (Kineski TC)",67,NULL,"Standardna gradnja",NULL,10,5,1,"Centralno grejanje",2,NULL,1,1,0,1,0,1,17354,6.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/1-0-centar-stari-grad-trg-republike-kolarceva-id1719/NkfzbgLatPZ/,129000,Stan,Prodaja,Beograd,"Stari Grad",44,1935,"Izvorno stanje",NULL,10,1,1,"Centralno grejanje",1,1,0,1,0,0,0,1,17355,0.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdove-kapije-48m2-iv-cg-lux-uk-id73727/Nk4Gd9a_SGj/,129000,Stan,Prodaja,Beograd,Voždovac,48,NULL,Novogradnja,NULL,8,4,1,"Centralno grejanje",2,1,0,1,1,0,0,1,17356,4.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/uknjizen-stan-u-vojvode-stepe-id2383/NkpzAhVn4tW/,129000,Stan,Prodaja,Beograd,Voždovac,81,NULL,"Izvorno stanje",NULL,9,8,1,"Centralno grejanje",3,2,1,1,0,1,0,1,17357,4.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/82m2-l-vozdovac-stan/Nk5_D-m34iy/,129000,Stan,Prodaja,Beograd,Voždovac,82,NULL,"Standardna gradnja",NULL,7,6,1,Ostalo,3,NULL,1,1,0,1,0,1,17358,4.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/novogradska-lux-stan-bez-ulganja-id106503/Nk-1lFv3tqS/,129000,Stan,Prodaja,Beograd,"Zemun (Gornji grad)",74,NULL,"Standardna gradnja",NULL,3,2,1,"Etažno grejanje na gas",2,1,0,0,0,0,0,0,17359,9.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-vukov-spomenik-20-48m2-129000eur/NkeyEcM36uH/,129000,Stan,Prodaja,Beograd,Zvezdara,48,NULL,"Izvorno stanje",NULL,5,0,1,"Klima uređaj",2,NULL,0,1,0,0,0,0,17360,7.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-novogradnja-lux-id1835/Nkm61vZ1ZuJ/,129465,Stan,Prodaja,Beograd,"Crveni krst",61.65,2021,Novogradnja,NULL,5,1,0,"Centralno grejanje, Klima uređaj",3,1,0,1,0,1,0,2,17364,3.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracarske-kapije-brace-radovanovic-15-42m2-id1344/Nk8ggDRrp6v/,129500,Stan,Prodaja,Beograd,"Južni bulevar",42,NULL,Novogradnja,NULL,6,2,1,"Centralno grejanje, Klima uređaj",2,1,0,1,1,0,0,2,17366,3
https://www.nekretnine.rs/stambeni-objekti/stanovi/kosancicev-venac-marsala-birjuzova-45m2-id1334/Nk_eFiBFpZo/,129500,Stan,Prodaja,Beograd,"Kosančićev venac",45,NULL,"Standardna gradnja",NULL,4,4,1,NULL,2,1,0,0,0,0,0,0,17367,0.75
https://www.nekretnine.rs/stambeni-objekti/stanovi/hotel-yu-bulevar-nikole-tesle-67kvm-adaptibilan-u-2-5-id1786/Nk8tRIJzsKh/,129500,Stan,Prodaja,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",67,NULL,"Standardna gradnja",NULL,4,3,1,"Centralno grejanje",2,1,0,0,0,1,0,0,17368,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/popust-za-kupce-kalenicvuk-2s-i-cg-kao-nov/Nkw2QPRYKx1/,129888,Stan,Prodaja,Beograd,"Vukov spomenik",42,2008,NULL,NULL,5,1,1,"Centralno grejanje, Klima uređaj",2,1,1,1,0,1,0,1,17371,2.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/bezanijska-kosa-ljubinke-bobic-id1867/NkWuxeCmdBj/,129900,Stan,Prodaja,Beograd,"Bežanijska kosa II",85,NULL,"Izvorno stanje",NULL,6,3,0,"Centralno grejanje",4,1,0,0,0,0,0,0,17373,7.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/bezanijska-kosa-ii-85m2-loda-36-cg-uknjizen-129900-eur-id1765/NkF9d4vPNiu/,129900,Stan,Prodaja,Beograd,"Bežanijska kosa II",85,NULL,"Izvorno stanje",NULL,6,3,0,"Centralno grejanje",4,1,0,1,0,1,0,1,17374,7.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/dorcol-60m2-pr-cg-uk-id67524/NkMimPEwvHi/,129900,Stan,Prodaja,Beograd,"Donji Dorćol",60,NULL,"Standardna gradnja",NULL,4,-1,1,"Centralno grejanje",3,1,1,0,0,1,0,0,17375,1.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/atraktivan-dvoiposoban-stan-u-luja-adamica-id7031/Nk4nPzUsL2A/,129900,Stan,Prodaja,Beograd,"Institut za majku i dete",72,NULL,"Izvorno stanje",NULL,6,4,1,"Centralno grejanje",3,1,0,1,0,1,0,1,17376,5.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/senjak-30-eg-renoviran-uknjizen-id2061/NkfgpHi7qcYA/,129900,Stan,Prodaja,Beograd,Senjak,76,NULL,"Standardna gradnja",NULL,3,3,1,"Etažno grejanje na gas",3,1,0,0,1,0,0,0,17377,3.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-vracara-kursulina-53m2-panoramski-pogled-slobodan/NklMW9OuG96/,129900,Stan,Prodaja,Beograd,"Vračar (Centar)",53,NULL,NULL,NULL,12,8,1,NULL,2,NULL,0,0,0,0,0,0,17378,2.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-kalenic-pijaca-kursulina-35-72m2-129900eur/NkfWnxuvlgI/,129900,Stan,Prodaja,Beograd,"Vračar (Centar)",72,NULL,"Izvorno stanje",NULL,5,5,1,"Centralno grejanje, Klima uređaj",4,NULL,0,0,1,0,0,0,17379,2.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/atraktivan-trosoban-stan-u-zemunu-id7006/NkB0wpXhr8T/,129900,Stan,Prodaja,Beograd,"Zemun (Cara Dušana)",87,NULL,Novogradnja,NULL,2,-1,1,"Etažno grejanje na gas",3,1,1,0,0,0,0,2,17380,8.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-pozicija-i-lokacija-id1052/Nk8JUJtBwm8F/,129990,Stan,Prodaja,Beograd,Senjak,110,NULL,"Izvorno stanje",NULL,8,8,1,"Klima uređaj, Etažno grejanje na gas",5,NULL,0,1,1,0,0,1,17383,3.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-ada-mall-atraktivan-dvosoban-sa-terasom-od-135m2-id7108/NkDoTA2j-BZ/,130000,Stan,Prodaja,Beograd,"Ada Ciganlija",49,2009,Novogradnja,NULL,5,1,1,"Centralno grejanje",2,1,0,1,1,0,0,1,17468,5.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-dzordza-vasingtona-id2625/Nkh8FxuHAhY/,130000,Stan,Prodaja,Beograd,"Bajlonijeva pijaca",50,NULL,"Standardna gradnja",NULL,5,-1,1,NULL,2,1,0,0,0,0,0,1,17469,1
https://www.nekretnine.rs/stambeni-objekti/stanovi/2-5-centar-skadarlija-sarmantan-stan-u-potkrovlju-sa-galerijom-id1505/Nk-G4djxZFu/,130000,Stan,Prodaja,Beograd,"Bajlonijeva pijaca",96,1923,"Izvorno stanje",NULL,3,3,1,"Klima uređaj, Etažno grejanje na gas",3,1,0,0,1,0,0,1,17470,1
https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-noviji-trosoban-stan-na-banovom-brdu-id6563/NkzC-UPLN3S/,130000,Stan,Prodaja,Beograd,"Banovo brdo",84,NULL,Novogradnja,NULL,4,3,0,"Centralno grejanje",3,1,0,0,1,0,0,1,17471,6
https://www.nekretnine.rs/stambeni-objekti/stanovi/luks-stan-kod-botanicke-baste-id2413/Nkmd6N8Jg75/,130000,Stan,Prodaja,Beograd,"Botanička bašta",50,NULL,"Izvorno stanje",NULL,NULL,0,1,Ostalo,2,1,0,1,0,0,0,0,17472,1.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/jedna-od-najboljih-investicija-id4043/NkhHG9nlrhB/,130000,Stan,Prodaja,Beograd,"Botanička bašta",73,NULL,"Standardna gradnja",NULL,4,3,1,"TA peć, Klima uređaj",3,1,0,0,0,0,0,1,17473,1.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-centar-vojvode-milenka-20-60m2-130000eur/NkIaieD_Lrb/,130000,Stan,Prodaja,Beograd,"Centar (uži)",60,NULL,"Izvorno stanje",NULL,5,5,1,"Centralno grejanje",2,NULL,1,1,1,0,0,0,17474,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/vojvode-milenka-centar-savski-venac-id1491/NkIhCbsO9OY/,130000,Stan,Prodaja,Beograd,"Centar (uži)",60,NULL,"Standardna gradnja",NULL,5,5,1,"Centralno grejanje",2,1,0,1,1,0,0,1,17475,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/renoviran-stan-hajduk-veljkov-venac-id2296/Nk5MdCitpyv/,130000,Stan,Prodaja,Beograd,"Centar (uži)",62,NULL,"Izvorno stanje",NULL,5,1,1,"Etažno grejanje na gas",2,1,1,1,0,1,0,1,17476,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/64m2-centar-stan/Nkv_bNulrWE/,130000,Stan,Prodaja,Beograd,"Centar (uži)",64,2010,"Standardna gradnja",NULL,3,3,1,Ostalo,2,NULL,0,0,0,0,0,0,17477,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-bulevar-despota-stefana-bulevar-despota-stefana-20-66m2-130000eur/NkNLdOkoFgo/,130000,Stan,Prodaja,Beograd,"Centar (uži)",66,NULL,"Izvorno stanje",NULL,NULL,6,1,"Centralno grejanje, Klima uređaj",2,NULL,0,0,1,0,0,0,17478,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-cvijiceva-cvijiceva-20-68m2-130000eur/NkmUj9XeIw3/,130000,Stan,Prodaja,Beograd,"Centar (uži)",68,NULL,"Izvorno stanje",NULL,6,5,1,"Etažno grejanje na gas",2,NULL,1,1,0,0,0,0,17479,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-cvijiceva-cvijiceva-30-87m2-130000eur/NkmiMLk-WES/,130000,Stan,Prodaja,Beograd,"Centar (uži)",87,NULL,"Izvorno stanje",NULL,8,4,0,"Centralno grejanje",3,NULL,0,1,0,1,1,0,17480,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-crveni-krst-30-id12994/NkaNLGZgl27/,130000,Stan,Prodaja,Beograd,"Crveni krst",70,1989,"Standardna gradnja",NULL,7,7,0,"Centralno grejanje, Klima uređaj",3,1,0,1,0,1,0,0,17481,3.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/72m2-l-crveni-krst-stan/Nk3dBPazruT/,130000,Stan,Prodaja,Beograd,"Crveni krst",72,NULL,"Standardna gradnja",NULL,7,7,1,"Centralno grejanje",3,NULL,0,1,0,1,0,1,17482,3.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-52m2/NkS8L29ylXg/,130000,Stan,Prodaja,Beograd,Čubura,52,NULL,"Standardna gradnja",NULL,5,4,1,Ostalo,2,NULL,1,0,1,0,0,1,17483,2.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-dedinje-miloja-daka-20-65m2-130000eur/Nk3OGQM4WX4/,130000,Stan,Prodaja,Beograd,"Dedinje (RTV Pink)",65,2008,"Standardna gradnja",NULL,4,0,1,"Centralno grejanje",2,NULL,1,0,1,0,0,0,17484,4.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/dvostran-svetao-id1136/NkRcJrLtWf1/,130000,Stan,Prodaja,Beograd,"Donji Dorćol",55,NULL,"Izvorno stanje",NULL,5,4,1,"Centralno grejanje",3,1,0,1,0,0,1,0,17485,1.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/50m2-dorcol-stan/NkmiTpC77DJ/,130000,Stan,Prodaja,Beograd,"Gornji Dorćol",50,NULL,"Standardna gradnja",NULL,5,-1,1,Ostalo,2,NULL,0,1,0,0,0,0,17486,1.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/dorcol-dositejeva-70m2-id30186/NkA0QThlLwP/,130000,Stan,Prodaja,Beograd,"Gornji Dorćol",70,NULL,"Standardna gradnja",NULL,NULL,-1,1,"Etažno grejanje na gas",3,2,0,0,0,0,0,1,17487,1.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/97m2-t-dorcol-stan/NkClTF4WHm2/,130000,Stan,Prodaja,Beograd,"Gornji Dorćol",97,1923,"Standardna gradnja",NULL,3,3,1,Ostalo,3,NULL,0,0,1,0,0,1,17488,1.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-gradska-bolnica-30-id7996/NkJtjXluhMC/,130000,Stan,Prodaja,Beograd,"Gradska bolnica",100,NULL,"Standardna gradnja",NULL,5,5,1,"Centralno grejanje",3,1,0,0,1,0,0,0,17489,3.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-centar-72m2-ii-ta-uknj-id69594/NkdJn-IXNP2/,130000,Stan,Prodaja,Beograd,Hadžipopovac,72,NULL,"Izvorno stanje",NULL,2,2,1,"TA peć",3,1,0,0,1,0,0,0,17490,2.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-hala-pionir-bulevar-despota-stefana-30-72m2-130000eur/NkSNw1J23qK/,130000,Stan,Prodaja,Beograd,"Hala Pionir",72,NULL,"Izvorno stanje",NULL,9,7,0,"Centralno grejanje, Klima uređaj",3,NULL,0,1,0,0,1,0,17491,2.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-hala-pionir-40-id6491/NkllZd--WHb/,130000,Stan,Prodaja,Beograd,"Hala Pionir",100,NULL,"Standardna gradnja",NULL,20,19,1,"Centralno grejanje",4,2,0,1,1,1,0,0,17492,2.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-kalenic-niska-20-15-id1293/NkvcM7_SJVY/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",42,NULL,"Standardna gradnja",NULL,5,1,1,"Centralno grejanje, Klima uređaj",2,1,0,1,0,1,0,2,17493,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/42m2-l-kalenic-stan/NkAu1x2wn2m/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",42,2008,"Standardna gradnja",NULL,6,1,1,"Centralno grejanje",2,NULL,0,1,0,1,0,0,17494,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-na-odlicnoj-lokaciji-id108025/Nk3D5CPkErZ/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",48,NULL,"Standardna gradnja",NULL,6,4,1,"Centralno grejanje",1,1,0,0,0,0,0,0,17495,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/2-0-vracar-kalenic-kneginje-zorke-odlican-stan-parking-mesto-id1708/NkXLOlSB0nM/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",52,NULL,"Izvorno stanje",NULL,5,4,1,"Klima uređaj, Etažno grejanje na gas",2,1,1,0,0,0,0,1,17496,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/kalenic-hadzi-prodanova-52m2-mereno-60m2-id3221/Nkh2qWsTCWi/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",52,NULL,"Standardna gradnja",NULL,4,0,1,"Klima uređaj, Etažno grejanje na gas",3,2,0,0,0,0,0,0,17497,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-kalenic-pijaca-kursulina-35-68m2-id1273/NkVOoiU0ui9/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",68,NULL,"Izvorno stanje",NULL,5,5,1,"Centralno grejanje, Klima uređaj",4,1,0,0,0,1,0,0,17498,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/uknjizen-stan-kod-kalenic-pijace-id2422/NkXcXDoR5Yz/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",68,NULL,"Standardna gradnja",NULL,NULL,0,1,NULL,3,1,0,0,1,0,0,1,17499,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/atraktivan-troiposoban-stan-u-kursulinoj-id7030/NkCl_UNt4Qa/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",68,NULL,"Standardna gradnja",NULL,5,5,1,"Centralno grejanje",4,1,0,0,1,0,0,1,17500,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-na-odlicnoj-lokaciji-u-blizini-kalenic-pijace-i-opstine-vracar-id1096/Nk-QV28rYau/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",72,NULL,"Izvorno stanje",NULL,5,5,1,"Centralno grejanje, Klima uređaj",4,1,0,0,1,0,0,2,17501,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/35-stan-u-srcu-vracara-id105155/NkGamVaFO2V/,130000,Stan,Prodaja,Beograd,"Kalenić pijaca",72,NULL,"Standardna gradnja",NULL,5,5,1,"Centralno grejanje",4,1,0,0,1,0,0,0,17502,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/kopitareva-gradina-dzordza-vasingtona-968-id968/Nk4jsRn1h_P/,130000,Stan,Prodaja,Beograd,"Kopitareva gradina",50,NULL,"Standardna gradnja",NULL,5,-1,1,"Klima uređaj, Etažno grejanje na gas",2,1,0,0,0,0,0,1,17503,0.9
https://www.nekretnine.rs/stambeni-objekti/stanovi/dzordza-vasingtona-kopitareva-gradina-stari-grad-id1499/NkpmQGkv7XQ/,130000,Stan,Prodaja,Beograd,"Kopitareva gradina",50,1968,"Izvorno stanje",NULL,6,-1,1,"Etažno grejanje na gas",2,1,0,1,0,0,0,1,17504,0.9
https://www.nekretnine.rs/stambeni-objekti/stanovi/lekino-brdo-75m2-i-cg-uk-id64169/NkT-_xGHfmf/,130000,Stan,Prodaja,Beograd,"Lekino brdo",75,2010,Novogradnja,NULL,4,1,1,"Centralno grejanje",4,1,0,1,0,0,0,0,17505,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/dedinje-lisicji-potok-troiposoban-uknjizen-id5324/845208/,130000,Stan,Prodaja,Beograd,"Lisičji jarak",77,NULL,"Standardna gradnja",NULL,NULL,0,0,"Centralno grejanje, Klima uređaj",3,1,1,0,1,0,0,0,17506,21.9
https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-samjuela-beketa-96m2-id29990/NkFfCNaPUmm/,130000,Stan,Prodaja,Beograd,"Mirijevo I",96,NULL,"Standardna gradnja",NULL,5,3,1,"Centralno grejanje",4,2,0,0,1,0,0,1,17507,6
https://www.nekretnine.rs/stambeni-objekti/stanovi/funkcionalan-dvosoban-stan-kod-arene-id6093/NknG9yITrzI/,130000,Stan,Prodaja,Beograd,"Novi Beograd Blok 25 (Arena)",58,NULL,"Izvorno stanje",NULL,7,5,0,"Centralno grejanje",2,1,0,1,0,1,0,1,17508,3.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/vrlo-ocuvan-stan-na-odlicnoj-lokaciji-id104244/NkZ7CVuE9ml/,130000,Stan,Prodaja,Beograd,"Novi Beograd Blok 37",71,NULL,"Standardna gradnja",NULL,4,4,1,"Centralno grejanje",3,1,0,0,0,0,0,0,17509,5.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/blok-37-bulevar-arsenija-carnojevica-72m2-id1775/NkbDldDUcdN/,130000,Stan,Prodaja,Beograd,"Novi Beograd Blok 37",72,NULL,"Standardna gradnja",NULL,15,10,1,"Centralno grejanje",3,1,1,1,1,0,0,0,17510,5.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/vlasnik-lux-sreden-stan-odmah-useljiv-uknjizeno/Nk3s2vxcB2L/,130000,Stan,Prodaja,Beograd,"Novi Beograd Blok 45 (TC Enjub)",66,NULL,NULL,NULL,15,10,1,"Centralno grejanje",3,1,1,1,1,0,1,2,17511,7.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/25-novi-bgd-renoviran-id4107/Nk5Gg1_Cqkq/,130000,Stan,Prodaja,Beograd,"Novi Beograd Blok 45 (TC Enjub)",75,NULL,"Standardna gradnja",NULL,9,5,1,"Centralno grejanje, Klima uređaj",3,1,1,1,1,1,0,1,17512,7.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/lep-35-stan-blok-61-id1337/NkOCNHhp__z/,130000,Stan,Prodaja,Beograd,"Novi Beograd Blok 61",85,2006,"Standardna gradnja",NULL,4,4,1,"Centralno grejanje",4,2,0,0,0,1,0,0,17513,8.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-62-trosoban-uknjizen-id1844/NkI4dfKWWrD/,130000,Stan,Prodaja,Beograd,"Novi Beograd Blok 62",88,NULL,"Standardna gradnja",NULL,9,9,1,"Centralno grejanje",3,1,0,1,1,0,0,1,17514,7.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-kod-spomenika-stefanu-nemanji-id2466/NklaSlrMxt6/,130000,Stan,Prodaja,Beograd,"Palata pravde",64,NULL,"Izvorno stanje",NULL,4,2,1,"TA peć, Klima uređaj",3,1,1,0,1,0,0,2,17515,1.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-trg-64m2-20-ta-ii-uknjizen-130000-eur-id1998/NkpL0qE617S/,130000,Stan,Prodaja,Beograd,"Palata pravde",64,1930,"Izvorno stanje",NULL,3,2,1,"TA peć, Klima uređaj",2,1,0,0,0,1,0,1,17516,1.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/uknjizen-30-stan-profesorska-kolonija-id2300/Nk5mi3zUkxH/,130000,Stan,Prodaja,Beograd,"Profesorska kolonija",65,NULL,"Standardna gradnja",NULL,5,5,1,"Centralno grejanje",3,1,0,1,1,0,0,2,17517,1.9
https://www.nekretnine.rs/stambeni-objekti/stanovi/luksuzan-dvosoban-stan-na-savskom-trgu-id5814/Nk9Sz3XAWip/,130000,Stan,Prodaja,Beograd,"Savski trg",42,NULL,"Izvorno stanje",NULL,9,3,1,"TA peć",2,1,0,1,0,0,0,1,17518,0.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-stan-beograd-savski-venac-savska-20-64-m26m2-130000-eur-hitno-id1153/Nk4Tph-BwN4/,130000,Stan,Prodaja,Beograd,"Savski trg",64,NULL,"Izvorno stanje",NULL,4,2,1,"TA peć",2,1,0,0,0,1,0,0,17519,0.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-na-odlicnoj-lokaciji-vojvode-milenka-65m2/NkMPUA34ww4/,130000,Stan,Prodaja,Beograd,"Savski venac",65,NULL,"Delimična rekonstrukcija",NULL,5,5,1,"Centralno grejanje",3,1,0,1,1,0,0,1,17520,4.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/retko-u-ponudi-salonac-senjak-id1054/Nk0glIFc5xpc/,130000,Stan,Prodaja,Beograd,Senjak,107,NULL,"Izvorno stanje",NULL,2,2,1,"TA peć",3,1,0,0,0,0,0,1,17521,3.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-skadarlija-zetska-20-40m2-id1279/NkJlMpmvGV9/,130000,Stan,Prodaja,Beograd,Skadarlija,40,NULL,"Izvorno stanje",NULL,3,-1,1,"Klima uređaj, Podno grejanje",2,1,0,0,0,0,0,1,17522,0.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/jedna-od-najboljih-investicija-id4044/NkrZFRgEf5m/,130000,Stan,Prodaja,Beograd,Skadarlija,73,NULL,"Standardna gradnja",NULL,4,3,1,"TA peć, Klima uređaj",3,1,0,0,0,0,0,1,17523,0.8
